number,position,name,club,age,height,weight,country,active,twitter
23,GK,Sammy N'Djock,Cameroon,24,6' 3",,Cameroon,Inactive,No Twitter
7,M,Landry N'Guemo,Cameroon,29,5' 8",154,Cameroon,Inactive,No Twitter
3,D,Nicolas N'Koulou,Cameroon,24,5' 11",170,Cameroon,Inactive,No Twitter
5,D,Yuto Nagatomo,Japan,28,5' 7",150,Japan,Inactive,No Twitter
,F,Markus Naglestad,,23,6',185,Norway,Inactive,No Twitter
14,M,Andy Najar,,21,5' 7",150,Honduras,Inactive,Andy_Najar
17,M,Andy Najar,Honduras,21,5' 7",150,Honduras,Inactive,No Twitter
,M,Issey Nakajima-Farran,,30,5' 10",160,Canada,Inactive,isseynfarran
28,M/F,Kyle Nakazawa,,26,5' 11",164,USA,Inactive,kylenakazawa
21,M,Joseph Nane,,27,6' 2",185,Cameroon,Inactive,No Twitter
17,M,Nani,Portugal,28,5' 9",145,Cape Verde,Inactive,No Twitter
,GK,Joe Nasco,,30,6' 3",205,USA,Inactive,No Twitter
1,GK,Keylor Navas,Costa Rica,28,6' 1",172,Costa Rica,Inactive,No Twitter
13,M,Francisco Navas Cobo,,23,5' 10",150,USA,Inactive,No Twitter
29,F/M,Cristian Nazarit,,24,6' 1",170,Colombia,Inactive,No Twitter
,D/M,Jimmy Nealis,,23,6',162,USA,Inactive,jneal016
,D,Ryan Neil,,23,6' 1",165,USA,Inactive,_Ryanneil
6,M,Javad Nekounam,Iran,34,6' 1",172,Iran,Inactive,No Twitter
,M,Tommy Nelson,,24,5' 8",159,,Inactive,No Twitter
14,D,Alessandro Nesta,,38,6' 1",175,Italy,Inactive,No Twitter
14,D,Luis Neto,Portugal,26,6' 1",179,Portugal,Inactive,No Twitter
1,GK,Manuel Neuer,Germany,28,6' 4",203,Germany,Inactive,No Twitter
,M/D,Ben Newnam,,23,5' 10",165,USA,Inactive,No Twitter
,D,Trevor Newquist,,23,6' 3",,,Inactive,No Twitter
13,GK,Evan Newton,,26,6' 2",190,USA,Inactive,newtonevan13
10,F,Neymar,Brazil,23,5' 9",132,Brazil,Inactive,No Twitter
11,F,Joseph Ngwenya,,33,6' 1",175,Zimbabwe,Inactive,jngwenya
1,GK,Jimmy Nielsen,,37,6' 3",200,Denmark,Inactive,PumaNielsen1
21,M,Brian Nielsen,,27,5' 11",176,Denmark,Inactive,No Twitter
39,GK,Oka Nikolov,,40,6' 2",190,Germany,Inactive,No Twitter
,M,Sotiris Ninis,Greece,24,5' 8",154,Albania,Inactive,No Twitter
12,GK,Shusaku Nishikawa,Japan,28,6',179,Japan,Inactive,No Twitter
,M,Nico Nissl,,23,5' 7",154,,Inactive,No Twitter
,D,Craig Nitti,,23,6' 5",220,,Inactive,No Twitter
1,G,Nick Noble,,30,6' 4",200,USA,Inactive,No Twitter
6,M,Christian Noboa,Ecuador,29,5' 11",163,Ecuador,Inactive,No Twitter
1,GK,Jay Nolly,,33,6' 3",205,USA,Inactive,JayNolly
11,F,Pat Noonan,,34,6',170,USA,Inactive,No Twitter
,D/M,Luke Norman,,25,6' 1",,,Inactive,No Twitter
5,D,Dany Nounkeu,Cameroon,28,6',187,Cameroon,Inactive,No Twitter
,N,Peter Nowak,,50,5' 7",145,Poland,Inactive,No Twitter
9,M,Ramón Núñez,,29,5' 8",155,Honduras,Inactive,No Twitter
,D,Michael Nwiloh,,24,6' 3",205,USA,Inactive,No Twitter
19,F,Uche Nwofor,Nigeria,23,6',,Nigeria,Inactive,No Twitter
27,M,Sainey Nyassi,,26,5' 8",145,Gambia,Inactive,Sainey14
22,D,Allan Nyom,Cameroon,26,6' 1",179,France,Inactive,No Twitter
,D,Andy O'Brien,,35,6' 3",205,England,Inactive,OB_40
48,D,Darren O'Dea,,28,6' 1",180,Ireland,Inactive,No Twitter
,GK,Michael O'Keefe,,24,6' 1",170,New Zealand,Inactive,No Twitter
,D,Danny O'Rourke,,31,6',165,USA,Inactive,No Twitter
11,M,Tommy Oar,Australia,23,5' 7",141,Australia,Inactive,No Twitter
,M,Marius Obekop,,20,5' 10",168,Cameroon,Inactive,No Twitter
10,M,John Obi Mikel,Nigeria,27,6' 1",190,Nigeria,Inactive,No Twitter
14,D,Godfrey Oboabona,Nigeria,24,6' 1",181,Nigeria,Inactive,No Twitter
,F,Achille Obougou Llobet,,26,6' 5",195,Spain,Inactive,No Twitter
26,F,Sammy Ochoa,,28,6',195,Mexico,Inactive,Sammy8A26
13,GK,Guillermo Ochoa,Mexico,29,6' 1",172,Mexico,Inactive,No Twitter
8,F,Peter Odemwingie,Nigeria,33,6',165,Uzbekistan,Inactive,No Twitter
12,D,Kunle Odumlani,Nigeria,24,6' 1",,Nigeria,Inactive,No Twitter
23,D,Babajide Ogunbiyi,,28,6' 4",212,USA,Inactive,No Twitter
,M,Stephen Okai,,25,5' 9",178,Ghana,Inactive,No Twitter
9,F,Shinji Okazaki,Japan,28,5' 9",168,Japan,Inactive,No Twitter
,F,Karo Okiomah,,25,6' 2",185,,Inactive,No Twitter
23,D,Fejiro Okiomah,,24,6' 2",200,USA,Inactive,fejirookiomah
13,F,Yoshito Okubo,Japan,32,5' 7",161,Japan,Inactive,No Twitter
,M,Kevin Olali,,24,5' 8",150,USA,Inactive,No Twitter
18,F,Ivica Olic,Croatia,35,6',187,Croatia,Inactive,No Twitter
19,F,Fabrice Olinga,Cameroon,18,5' 8",145,Cameroon,Inactive,No Twitter
14,M,Ben Olsen,,37,5' 8",156,USA,Inactive,No Twitter
,M,Lawrence Olum,,30,6' 2",185,Kenya,Inactive,OmoshLaw13
,F,Pierre Omanga,,2015,6' 2",180,France,Inactive,No Twitter
22,D,Kenneth Omeruo,Nigeria,21,5' 6",148,Nigeria,Inactive,No Twitter
2,D,Demitrius Omphroy,,25,5' 10",165,USA,Inactive,MeatyTwit
17,M,Ogenyi Onazi,Nigeria,22,5' 8",161,Nigeria,Inactive,No Twitter
,F,Jordan Ongaro,,23,6',175,Canada,Inactive,No Twitter
20,G,Pat Onstad,,47,6' 4",215,Canada,Inactive,No Twitter
4,D,Daniel Opare,Ghana,24,5' 8",154,Ghana,Inactive,No Twitter
14,M/F,Fabian Orellana,Chile,29,5' 6",154,Chile,Inactive,No Twitter
17,F,Divock Origi,Belgium,19,6' 1",165,Belgium,Inactive,No Twitter
12,GK,Agustín Orión,Argentina,33,6' 3",190,Argentina,Inactive,No Twitter
26,D,Emilio Orozco,,22,5' 11",167,USA,Inactive,Emilio_1292
,D,Bradley Orr,,32,6' 1",195,England,Inactive,No Twitter
18,F,Yuya Osako,Japan,24,6',154,Japan,Inactive,No Twitter
11,M,Oscar,Brazil,23,5' 10",145,Brazil,Inactive,No Twitter
13,D,Juwon Oshaniwa,Nigeria,24,5' 9",152,Nigeria,Inactive,No Twitter
1,GK,David Ospina,Colombia,26,6',176,Colombia,Inactive,D_Ospina1
,GK,Eric Osswald,,23,6' 1",195,,Inactive,No Twitter
,D,Karl Ouimette,,22,6',175,Canada,Inactive,karlouimette
,M,Brian Ownby,,24,5' 11",165,USA,Inactive,brianownby22
15,M,Alex Oxlade-Chamberlain,England,21,5' 11",152,England,Inactive,No Twitter
8,M,Mesut Özil,Germany,26,5' 11",154,Germany,Inactive,No Twitter
,GK,Mark Pais,,23,6' 4",200,,Inactive,No Twitter
26,F,Lionard Pajoy,,33,6' 1",185,Colombia,Inactive,leopajoy23
18,F,Rodrigo Palacio,Argentina,33,5' 9",154,Argentina,Inactive,No Twitter
8,M,Wilson Palacios,Honduras,30,5' 10",156,Honduras,Inactive,No Twitter
9,F,Jerry Palacios,Honduras,32,6',179,Honduras,Inactive,No Twitter
,M,Daniel Paladini,,30,5' 9",164,USA,Inactive,PaladiniXI
20,D,Gabriel Paletta,Italy,29,6' 3",194,Argentina,Inactive,No Twitter
29,D,Scott Palguta,,32,6' 2",190,USA,Inactive,No Twitter
44,M,Victor Palsson,,23,6' 1",170,Iceland,Inactive,VictorPalsson
24,D,Pari Pantazopoulos,,26,6',180,Greece,Inactive,No Twitter
,D,Avraam Papadopoulos,Greece,30,6' 2",170,Australia,Inactive,No Twitter
,F,Dimitrios Papadopoulos,Greece,33,5' 10",156,Uzbekistan,Inactive,No Twitter
19,D,Sokratis Papastathopoulos,Greece,26,6' 1",187,Greece,Inactive,No Twitter
,F,Daniele Paponi,,26,6',159,Italy,Inactive,Pappo88
17,M,Pável Pardo,,38,5' 10",150,Mexico,Inactive,No Twitter
22,F,Esteban Paredes,Chile,34,5' 9",172,Chile,Inactive,No Twitter
4,D,Juan Carlos Paredes,Ecuador,27,5' 9",159,Ecuador,Inactive,No Twitter
,D,Jeff Parke,,32,6' 1",185,USA,Inactive,No Twitter
,D,Tim Parker,,21,6' 2",195,,Inactive,Tim_Parker18
18,M,Marco Parolo,Italy,30,6' 1",181,Italy,Inactive,No Twitter
,M,Mario Pasalic,Croatia,20,6' 1",,Germany,Inactive,No Twitter
,D,Roshan Patel,,23,6' 1",145,USA,Inactive,No Twitter
12,GK,Rui Patrício,Portugal,27,6' 3",185,Portugal,Inactive,No Twitter
,F,Joshua Patterson,,23,6' 2",180,USA,Inactive,No Twitter
17,F,Davis Paul,,26,5' 8",145,USA,Inactive,davis_paul
,M,Leston Paul,,24,5' 9",155,Trinidad and Tobago,Inactive,No Twitter
8,M,Paulinho,Brazil,26,6',156,Brazil,Inactive,No Twitter
32,M,Marcos Paullo,,24,5' 9",160,Brazil,Inactive,No Twitter
22,F,Paulo Jr.,,26,5' 7",158,Brazil,Inactive,No Twitter
,D,Nikola Paunic,,21,6' 3",190,Montenegro,Inactive,No Twitter
16,F,Veljko Paunovic,,37,6',165,Macedonia,Inactive,No Twitter
,M,Logan Pause,,33,5' 10",158,USA,Inactive,No Twitter
,D,Heath Pearce,,30,5' 10",175,USA,Inactive,heathgpearce
,M,Sean Peckham,,23,5' 9",155,,Inactive,No Twitter
,M,Agustín Pelletieri,,32,5' 8",159,Argentina,Inactive,No Twitter
18,GK,Patrick Pemberton,Costa Rica,32,5' 10",,Costa Rica,Inactive,No Twitter
21,M,Carlos Peña,Mexico,24,5' 9",168,Mexico,Inactive,No Twitter
3,D,Pepe,Portugal,31,6' 1",179,Brazil,Inactive,No Twitter
19,F,Oribe Peralta,Mexico,31,5' 11",159,Mexico,Inactive,No Twitter
15,F,Luis Perea,,28,6' 2",195,Colombia,Inactive,No Twitter
,M,Fabio Pereira,,23,6',172,Brazil,Inactive,FabioPereira_10
16,D,Maxi Pereira,Uruguay,30,5' 8",161,Uruguay,Inactive,No Twitter
6,M/D,Álvaro Pereira,Uruguay,29,5' 11",172,Uruguay,Inactive,No Twitter
21,D,João Pereira,Portugal,30,5' 8",141,Portugal,Inactive,No Twitter
8,M,Enzo Perez,Argentina,28,5' 10",170,Argentina,Inactive,No Twitter
13,GK,Mattia Perin,Italy,22,6' 2",163,Italy,Inactive,No Twitter
4,M,Ivan Perisic,Croatia,26,6' 1",163,Croatia,Inactive,No Twitter
,GK,Brian Perk,,25,5' 11",175,USA,Inactive,BrianTheLion24
16,F,Jorge Perlaza,,30,5' 10",155,Colombia,Inactive,No Twitter
29,M,Marko Perovic,,31,6' 1",165,Serbia,Inactive,No Twitter
36,D,Aubrey Perry,,24,5' 9",150,USA,Inactive,No Twitter
13,D,Hernán Pertúz,,25,6',160,Colombia,Inactive,No Twitter
,M,Charley Pettys,,24,5' 11",165,,Inactive,No Twitter
,GK,Rick Pflasterer,,24,6' 1",195,,Inactive,No Twitter
28,M,Pat Phelan,,30,6' 1",175,USA,Inactive,No Twitter
,GK,Matt Pickens,,32,6' 3",200,USA,Inactive,No Twitter
,D,Thomas Piermayr,,25,6',175,Austria,Inactive,No Twitter
,M,Victor Pineda,,21,5' 11",152,USA,Inactive,victorpineda93
9,M,Alex Pineda Chacon,,45,5' 8",150,Honduras,Inactive,No Twitter
,F/M,Stefano Pinho,Colorado Rapids,24,6' 1",172,Brazil,Inactive,No Twitter
9,F,Mauricio Pinilla,Chile,31,6' 1",165,Chile,Inactive,No Twitter
,F,Pipico,,29,5' 8",,Brazil,Inactive,No Twitter
3,D,Gerard Piqué,Spain,28,6' 3",187,Spain,Inactive,No Twitter
,F,Frédéric Piquionne,,36,6' 2",170,New Caledonia,Inactive,No Twitter
21,M,Andrea Pirlo,Italy,35,5' 10",150,Italy,Inactive,No Twitter
,M,Andrea Pisanu,,33,5' 11",160,Italy,Inactive,APisa82
27,F,Cesar Pizarro,,24,6' 1",175,Peru,Inactive,No Twitter
8,M,Miralem Pjanic,Bosnia-Herzegovina,24,5' 11",150,Bosnia and Herzegovina,Inactive,No Twitter
1,GK,Stipe Pletikosa,Croatia,36,6' 4",183,Croatia,Inactive,No Twitter
10,F,Lukas Podolski,Germany,29,6',183,Poland,Inactive,No Twitter
19,M,Paul Pogba,France,21,6' 1",176,France,Inactive,No Twitter
3,D,Tyler Polak,,22,5' 8",150,USA,Inactive,TylerJohnPolak
12,D,Brandon Pollard,,41,5' 10",175,USA,Inactive,No Twitter
18,M,Martín Ponce,,22,5' 6",149,Mexico,Inactive,No Twitter
16,D,Miguel Ponce,Mexico,25,5' 9",176,USA,Inactive,No Twitter
,D,Tim Pontius,,2015,,,,Inactive,No Twitter
23,D,Eddie Pope,,41,6' 1",180,USA,Inactive,No Twitter
23,M,Ryan Pore,,31,5' 11",165,USA,Inactive,RyanPore
,M,Kyle Porter,,25,6',160,Canada,Inactive,KylePorter19
37,F,Stephen Posa,,24,5' 9",160,USA,Inactive,No Twitter
23,F,Hélder Postiga,Portugal,32,6',174,Portugal,Inactive,No Twitter
23,D/M,Mehrdad Pouladi,Iran,27,5' 11",,Iran,Inactive,No Twitter
3,M,Danijel Pranjic,Croatia,33,5' 7",154,Croatia,Inactive,No Twitter
,F,Mackenzie Pridham,,24,6' 1",180,Canada,Inactive,No Twitter
28,M,Santiago Prim,,24,5' 10",165,Argentina,Inactive,No Twitter
,M,Scott Prozeller,,23,5' 11",150,USA,Inactive,No Twitter
18,F,Gaston Puerari,,29,5' 7",150,Uruguay,Inactive,No Twitter
11,F,Alan Pulido,Mexico,23,5' 9",150,Mexico,Inactive,No Twitter
,M,Pablo Punyed,,2015,,,,Inactive,No Twitter
9,F,Federico Puppo,,28,5' 8",160,Uruguay,Inactive,No Twitter
99,F,Alec Purdie,,26,5' 10",185,USA,Inactive,AlecPurdie
25,D,Steve Purdy,,30,6' 4",190,USA,Inactive,spurdy25
25,M/F,Santino Quaranta,,30,6' 1",185,USA,Inactive,No Twitter
,M,Aodhan Quinn,,22,6',155,USA,Inactive,AodhanQuinn
,D,Andrew Quintana,,22,5' 7",155,,Inactive,No Twitter
20,M,Juan Quintero,Colombia,22,5' 7",141,Colombia,Inactive,No Twitter
17,M,Mohammed Rabiu,Ghana,25,6' 1",154,Ghana,Inactive,No Twitter
,M/F,Predrag Radosavljevic,,51,5' 9",165,Yugoslavia,Inactive,No Twitter
9,F,Rafael,,22,6',179,Brazil,Inactive,Rafael09Oficial
92,F,Rafinha,,23,5' 10",155,Brazil,Inactive,No Twitter
18,M,Bakhtiar Rahmani,Iran,23,5' 10",,Iran,Inactive,No Twitter
,D,Jonathan Raj,,25,6' 1",180,New Zealand,Inactive,No Twitter
7,M,Ivan Rakitic,Croatia,26,6',176,Switzerland,Inactive,No Twitter
8,F,Damani Ralph,,34,6',170,Jamaica,Inactive,No Twitter
14,M/F,Steve Ralston,,40,5' 9",160,USA,Inactive,No Twitter
16,M,Ramires,Brazil,27,5' 10",143,Brazil,Inactive,No Twitter
5,M,Aldo Leão Ramírez,Colombia,33,5' 9",168,Colombia,Inactive,No Twitter
18,M,Gastón Ramirez,Uruguay,24,6',172,Uruguay,Inactive,No Twitter
19,F,Adrián Ramos,Colombia,29,6' 1",163,Colombia,Inactive,No Twitter
15,D,Sergio Ramos,Spain,28,6',179,Spain,Inactive,No Twitter
,F,Micheal Ramos,,2015,5' 11",163,USA,Inactive,No Twitter
,GK,Andre Rawls,,2015,6' 2",,,Inactive,No Twitter
,M,Evan Raynr,,24,5' 7",150,USA,Inactive,No Twitter
9,F,Ante Razov,,40,6' 1",175,USA,Inactive,No Twitter
5,D,Tim Ream,,27,6' 1",160,USA,Inactive,TimReam05
16,F,Ante Rebic,Croatia,21,6',176,Croatia,Inactive,No Twitter
,F,Tyler Regan,,23,6',160,USA,Inactive,No Twitter
,M,Mike Reidy,,23,5' 7",150,USA,Inactive,@mreidy14
23,GK,Pepe Reina,Spain,32,6' 2",203,Spain,Inactive,No Twitter
1,GK,Matt Reis,,39,6' 1",196,USA,Inactive,No Twitter
20,F,Loïc Rémy,France,28,6',145,France,Inactive,No Twitter
26,M,Charles Renken,,21,5' 7",140,Zambia,Inactive,No Twitter
20,F,Emilio Rentería,,30,5' 9",178,Venezuela,Inactive,No Twitter
,F,Jennings Rex,,23,6' 1",154,USA,Inactive,No Twitter
23,M,Álvaro Rey,,25,6',180,Spain,Inactive,No Twitter
5,D,Diego Reyes,Mexico,22,6' 2",150,Mexico,Inactive,No Twitter
,M,Carlos Riascos,,20,,,Colombia,Inactive,No Twitter
,D,Jose Ribas,,21,5' 9",157,Ecuador,Inactive,jeribas8
27,D,Andrew Ribeiro,,24,6',180,USA,Inactive,No Twitter
20,M/F,Dane Richards,,31,5' 7",153,Jamaica,Inactive,No Twitter
16,F,Brent Richards,,24,5' 10",165,USA,Inactive,BRichards16
22,D,Damani Richards,,20,6',174,Trinidad and Tobago,Inactive,No Twitter
,GK,Spencer Richey,,22,6' 2",195,,Inactive,srichey13
,D,Ryan Richter,,25,6',184,USA,Inactive,SHAQALDINHO
30,F/M,Andy Riemer,,24,6',160,United States,Inactive,No Twitter
25,GK,Alex Riggs,,26,6' 4",200,USA,Inactive,No Twitter
,F,Stefano Rijssel,,22,5' 10",171,Suriname,Inactive,No Twitter
,D,James Riley,,32,5' 10",150,USA,Inactive,JamesRiley7
22,GK,Nick Rimando,USA,35,5' 9",184,USA,Inactive,No Twitter
24,F,Sebastián Rincón,,21,6' 1",175,Colombia,Inactive,SRincon14
18,M,Brad Ring,,27,5' 10",165,USA,Inactive,BradRing87
5,M,Arevalo Rios,,33,5' 6",165,Uruguay,Inactive,No Twitter
17,M,Egidio Arévalo Ríos,Uruguay,33,5' 7",165,Uruguay,Inactive,No Twitter
,D,Nelson Rivas,,31,5' 11",208,Colombia,Inactive,No Twitter
,F,Edwin Rivas,,23,5' 11",170,USA,Inactive,No Twitter
6,F,José Manuel Rivera,,28,5' 10",175,Mexico,Inactive,No Twitter
,F,Sidney Rivera,,21,6' 2",185,,Inactive,SidR10
,M,Martin Rivero,,25,5' 9",160,Argentina,Inactive,@tinchorivero10
6,M,Michael Roach,,26,6',165,USA,Inactive,1MikeRoach
88,M,Rafael Robayo,,30,6',172,Colombia,Inactive,r8robayo
11,M,Arjen Robben,Netherlands,31,5' 11",176,Netherlands,Inactive,No Twitter
,D,Eric Robertson,,23,6' 3",190,USA,Inactive,No Twitter
33,M,Carl Robinson,,38,5' 10",165,Wales,Inactive,CarlRobinson33
29,D,Dasan Robinson,,30,5' 11",160,USA,Inactive,Dae32
2,D,Eddie Robinson,,36,6' 1",185,USA,Inactive,No Twitter
14,M,Barry Robson,,36,5' 11",165,Scotland,Inactive,No Twitter
,M,Nik Robson,,2015,6' 1",170,New Zealand,Inactive,No Twitter
4,M,Craig Rocastle,,33,6' 1",170,England,Inactive,No Twitter
,D,Tony Rocha,,21,5' 9",165,,Inactive,No Twitter
25,D/M,Alain Rochat,,32,6',170,Canada,Inactive,alain_rochat
9,F,Luke Rodgers,,33,5' 7",157,England,Inactive,No Twitter
7,F,Milton Rodriguez,,38,5' 11",163,Colombia,Inactive,No Twitter
,D,Charles Rodriguez,,24,5' 10",183,,Inactive,No Twitter
22,D,Carlos Rodríguez,,24,6',160,Panama,Inactive,21_CarlosR
98,M,Maximiliano Rodríguez,,20,5' 10",180,Argentina,Inactive,No Twitter
2,D,Francisco Javier Rodríguez,Mexico,33,6' 3",176,Mexico,Inactive,No Twitter
11,M,Maxi Rodríguez,Argentina,34,5' 11",163,Argentina,Inactive,No Twitter
10,M,James Rodríguez,Colombia,23,5' 11",170,Colombia,Inactive,No Twitter
7,M,Cristian Rodríguez,Uruguay,29,5' 10",165,Uruguay,Inactive,No Twitter
11,M/F,Pedro Rodríguez,Spain,27,5' 7",141,Spain,Inactive,No Twitter
13,D,Ricardo Rodríguez,Switzerland,22,5' 11",172,Switzerland,Inactive,No Twitter
,F,Brian Rogers,,24,6' 2",178,USA,Inactive,No Twitter
,F/M,James Rogers,,21,5' 8",150,Sierra Leone,Inactive,No Twitter
9,M,Joao Rojas,Ecuador,25,5' 8",143,Ecuador,Inactive,No Twitter
16,D,Marcos Rojo,Argentina,24,6',187,Argentina,Inactive,No Twitter
14,F,Colin Rolfe,,25,6',175,USA,Inactive,No Twitter
58,F,Cesar Romero,,25,5' 10",175,USA,Inactive,No Twitter
1,GK,Sergio Romero,Argentina,27,6' 3",194,Argentina,Inactive,No Twitter
7,F,Cristiano Ronaldo,Portugal,30,6' 1",185,Portugal,Inactive,No Twitter
16,M,John Rooney,,24,5' 10",176,England,Inactive,johnroo1663
10,F,Wayne Rooney,England,29,5' 9",172,England,Inactive,No Twitter
,D,Michael Rose,,24,6' 2",170,USA,Inactive,No Twitter
,M,Oriol Rosell,,22,6',168,Spain,Inactive,urirosell
,GK,Brendan Roslund,,24,6' 6",205,,Inactive,No Twitter
1,GK,Frank Rost,,41,6' 5",208,Germany,Inactive,No Twitter
25,M,Lance Rozeboom,,25,6' 1",170,USA,Inactive,No Twitter
16,GK,Stéphane Ruffier,France,28,6' 2",198,France,Inactive,No Twitter
20,F,Carlos Ruiz,,35,5' 9",180,Guatemala,Inactive,No Twitter
33,D,Brendan Ruiz,,21,6' 2",175,USA,Inactive,No Twitter
10,M,Bryan Ruiz,Costa Rica,29,6' 1",154,Costa Rica,Inactive,No Twitter
3,D,Brad Rusin,,28,6' 4",213,USA,Inactive,BradfordRusin
22,M,Dejan Rusmir,,35,6',177,Serbia,Inactive,No Twitter
3,D/M,Robbie Russell,,35,6' 2",205,Ghana,Inactive,RobbieRussell03
16,M,Darel Russell,,34,5' 10",163,England,Inactive,DarelRussell
15,D,Tyler Ruthven,,26,6' 2",175,USA,Inactive,truthven
,M,Nic Ryan,,24,5' 8",130,USA,Inactive,No Twitter
1,GK,Mathew Ryan,Australia,22,5' 11",161,Australia,Inactive,No Twitter
,D,Kalen Ryden,,23,6' 2",200,,Inactive,No Twitter
16,GK,Sergey Ryzhikov,Russia,34,6' 4",183,Russia,Inactive,No Twitter
,F,Soony Saad,,22,5' 10",165,USA,Inactive,SoonySaad
5,D,Amir-Hossein Sadeghi,Iran,33,6' 2",,Iran,Inactive,No Twitter
15,D,Bacary Sagna,France,32,5' 9",159,France,Inactive,No Twitter
20,F,Manabu Saito,Japan,24,5' 7",119,Japan,Inactive,No Twitter
3,D,Gotoku Sakai,Japan,23,5' 9",163,USA,Inactive,No Twitter
21,D,Hiroki Sakai,Japan,24,6',154,Japan,Inactive,No Twitter
5,D,Mamadou Sakho,France,25,6' 1",183,France,Inactive,No Twitter
,F,Bryan Salazar,,20,5' 9",155,USA,Inactive,No Twitter
,D,Carlos Salcedo,,21,6' 1",170,Mexico,Inactive,csalcedojr
,M,Anthony Salciccia,,24,5' 8",155,USA,Inactive,No Twitter
3,D/M,Carlos Salcido,Mexico,34,5' 9",165,Mexico,Inactive,No Twitter
17,F,Omar Salgado,,21,6' 4",210,USA,Inactive,Omaresalgado
9,F,Hamdi Salihi,,31,6' 1",170,Albania,Inactive,No Twitter
23,M,Sejad Salihovic,Bosnia-Herzegovina,30,6',174,Bosnia and Herzegovina,Inactive,No Twitter
20,M,Edgar Salli,Cameroon,22,5' 4",,Cameroon,Inactive,No Twitter
14,F,Dimitris Salpingidis,Greece,33,5' 10",159,Greece,Inactive,No Twitter
7,F,Georgios Samaras,Greece,29,6' 4",181,Greece,Inactive,No Twitter
22,M,Andreas Samaris,Greece,25,6' 2",,Greece,Inactive,No Twitter
19,M,Alexander Samedov,Russia,30,5' 10",163,Russia,Inactive,No Twitter
19,M,Sammir,Croatia,27,5' 10",170,Brazil,Inactive,No Twitter
9,F,Samuel,LA Galaxy,23,6' 1",190,Brazil,Inactive,No Twitter
40,GK,Richard Sanchez,,20,6' 3",197,USA,Inactive,richsanz45
,M,Jesus Sanchez,,24,5' 6",130,Mexico,Inactive,No Twitter
,F,Steve Sanchez,,25,5' 8",150,USA,Inactive,No Twitter
,D,Jossimar Sanchez,,23,5' 9",170,USA,Inactive,No Twitter
8,M,Matías Sánchez,,27,5' 8",160,Argentina,Inactive,matysanch
25,M,Marcos Sánchez,,25,5' 8",155,Panama,Inactive,No Twitter
7,F,Alexis Sánchez,Chile,26,5' 7",137,Chile,Inactive,No Twitter
6,M,Carlos Sánchez,Colombia,28,6',181,Colombia,Inactive,No Twitter
,F/M,Matt Sanner,,24,6',175,USA,Inactive,@WHOdaSANman
7,F,Camilo Sanvezzo,,26,5' 7",155,Brazil,Inactive,camilosanvezzo
30,M,Amadou Sanyang,,23,6',165,Gambia,Inactive,No Twitter
11,M,Marcelo Saragosa,,33,6',175,Brazil,Inactive,MarceloSaragosa
19,M,Luis Saritama,Ecuador,31,5' 8",154,Ecuador,Inactive,No Twitter
32,D/M,Luke Sassano,,29,6' 1",170,USA,Inactive,LukeSassano
,F,Austin Savage,,24,5' 9",175,USA,Inactive,No Twitter
22,D,Fabian Schär,Switzerland,23,6' 1",187,Switzerland,Inactive,No Twitter
3,D,Georgi Schennikov,Russia,23,5' 10",152,Russia,Inactive,No Twitter
13,D,Gordon Schildenfeld,Croatia,29,6' 3",201,Croatia,Inactive,No Twitter
,D,Peter Schmetz,,24,6' 6",205,Germany,Inactive,No Twitter
39,D,Teddy Schneider,,26,5' 1",130,USA,Inactive,No Twitter
22,M,Morgan Schneiderlin,France,25,5' 11",165,France,Inactive,No Twitter
,D,Eric Schoenle,,23,6' 2",147,,Inactive,No Twitter
,F,Billy Schuler,,24,5' 11",170,USA,Inactive,No Twitter
9,M/F,André Schürrle,Germany,24,6',163,Germany,Inactive,No Twitter
7,M,Bastian Schweinsteiger,Germany,30,6',174,Germany,Inactive,No Twitter
31,F,Scott Sealy,,33,5' 10",175,Trinidad and Tobago,Inactive,No Twitter
22,M,Mike Seamon,,26,6' 1",175,USA,Inactive,Seamon22
16,F,Eduardo Sebrango,,41,6',178,Cuba,Inactive,No Twitter
9,F,Haris Seferovic,Switzerland,22,6' 3",,Switzerland,Inactive,No Twitter
,D,Gonzalo Segares,,32,5' 11",170,Costa Rica,Inactive,No Twitter
,D,Ibrahim Sekagya,,34,6' 1",176,Uganda,Inactive,No Twitter
5,D,Andrei Semenov,Russia,25,6' 3",190,Russia,Inactive,No Twitter
4,D,Philippe Senderos,Switzerland,30,6' 3",185,Switzerland,Inactive,No Twitter
,F,Saer Sene,,28,6' 3",185,France,Inactive,No Twitter
6,D,Hwang Seok-Ho,South Korea,25,6',176,South Korea,Inactive,No Twitter
21,GK,Kim Seung-Gyu,South Korea,24,6' 1",168,South Korea,Inactive,No Twitter
,D,Will Seymore,,22,6',18,,Inactive,williamseesmore
,M,Conor Shanosky,,23,6' 4",185,USA,Inactive,ConorShanosky17
23,M,Xherdan Shaqiri,Switzerland,23,5' 6",159,Kosovo,Inactive,No Twitter
17,M,Oleg Shatov,Russia,24,5' 9",141,Russia,Inactive,No Twitter
18,F,Kim Shin-Wook,South Korea,26,6' 5",205,South Korea,Inactive,No Twitter
,M,Alex Shinsky,,2015,5' 9",150,USA,Inactive,No Twitter
7,M,Masoud Shojaei,Iran,30,6',161,Iran,Inactive,No Twitter
,D,Josh Shutter,,24,6' 2",160,USA,Inactive,No Twitter
